generator,quality_score,route_category
template_v4,0.31406249999999997,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.024999999999999998,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.36,Refund & Payment Issues
template_v4,0.31406249999999997,Refund & Payment Issues
template_v4,0.09999999999999999,App Crash / UX Bug
template_v4,0.15,Fake/Counterfeit Product
template_v4,0.384375,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.32999999999999996,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.075,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.05625,App Crash / UX Bug
template_v4,0.009183673469387754,Fake/Counterfeit Product
template_v4,0.3264705882352941,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3409090909090909,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.020454545454545454,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.011250000000000001,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.36428571428571427,Refund & Payment Issues
template_v4,0.09999999999999999,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.34354838709677415,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.18000000000000002,App Crash / UX Bug
template_v4,0.045000000000000005,App Crash / UX Bug
template_v4,0.33749999999999997,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.075,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,App Crash / UX Bug
template_v4,0.028125,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.06428571428571428,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.06428571428571428,Delivery Failure
template_v4,0.0,App Crash / UX Bug
template_v4,0.36428571428571427,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.32307692307692304,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.04090909090909091,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3409090909090909,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.1125,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.32857142857142857,Refund & Payment Issues
template_v4,0.09000000000000001,Delivery Failure
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.225,App Crash / UX Bug
template_v4,0.328125,Refund & Payment Issues
template_v4,0.1125,App Crash / UX Bug
template_v4,0.15,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.325,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.049999999999999996,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.09000000000000001,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.225,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.31956521739130433,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.3310344827586207,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.06428571428571428,App Crash / UX Bug
template_v4,0.32727272727272727,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.05625,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.049999999999999996,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.1125,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,App Crash / UX Bug
template_v4,0.31875,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.1125,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.06428571428571428,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.1125,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.04090909090909091,App Crash / UX Bug
template_v4,0.0,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.3,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.036000000000000004,Fake/Counterfeit Product
template_v4,0.3482142857142857,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
template_v4,0.06428571428571428,Fake/Counterfeit Product
template_v4,0.028125,Delivery Failure
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.328125,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.3482142857142857,Refund & Payment Issues
template_v4,0.026470588235294117,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.020454545454545454,App Crash / UX Bug
template_v4,0.1125,App Crash / UX Bug
template_v4,0.33214285714285713,Refund & Payment Issues
template_v4,0.0,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.15,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,Fake/Counterfeit Product
template_v4,0.05625,App Crash / UX Bug
template_v4,0.1125,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.32686567164179103,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.32727272727272727,Refund & Payment Issues
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.16875,App Crash / UX Bug
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.43846153846153846,Refund & Payment Issues
template_v4,0.15,App Crash / UX Bug
template_v4,0.15,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.1125,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.04090909090909091,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.09000000000000001,App Crash / UX Bug
template_v4,0.027551020408163266,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.075,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.052941176470588235,Fake/Counterfeit Product
template_v4,0.03,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.0,App Crash / UX Bug
template_v4,0.3,Refund & Payment Issues
template_v4,0.3295081967213115,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.049999999999999996,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,Fake/Counterfeit Product
template_v4,0.15,Delivery Failure
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.3,Refund & Payment Issues
template_v4,0.34736842105263155,Refund & Payment Issues
template_v4,0.054,App Crash / UX Bug
template_v4,0.024999999999999998,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.1125,Delivery Failure
template_v4,0.09999999999999999,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.04090909090909091,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.35,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.09000000000000001,Delivery Failure
template_v4,0.0,App Crash / UX Bug
template_v4,0.3397058823529412,Refund & Payment Issues
template_v4,0.15,App Crash / UX Bug
template_v4,0.0,Delivery Failure
template_v4,0.375,Refund & Payment Issues
template_v4,0.0,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.0,Delivery Failure
template_v4,0.01730769230769231,Fake/Counterfeit Product
template_v4,0.0,App Crash / UX Bug
template_v4,0.35,Refund & Payment Issues
template_v4,0.075,App Crash / UX Bug
template_v4,0.016363636363636365,Fake/Counterfeit Product
template_v4,0.3340909090909091,Refund & Payment Issues
template_v4,0.346875,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.4125,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.33599999999999997,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.33749999999999997,Refund & Payment Issues
template_v4,0.07105263157894737,App Crash / UX Bug
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.10384615384615385,Delivery Failure
template_v4,0.1125,Delivery Failure
template_v4,0.1125,App Crash / UX Bug
template_v4,0.06428571428571428,Delivery Failure
template_v4,0.3310344827586207,Refund & Payment Issues
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.0,Fake/Counterfeit Product
template_v4,0.04090909090909091,Fake/Counterfeit Product
template_v4,0.0,Delivery Failure
